Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
2021,"Bryan De La Cruz","MIA",164,0.07317073,0.25609756,0.28571429,0.28,0.33536585,0.39333333,0.72869918,0.11333333,0.36792453,20.0348158682318,0.1750046516390114,0.31571619057216527,100.35064683933325,19600
2021,"Vladimir Guerrero Jr.","TOR",525,0.11238095,0.16380952,0.68604651,0.31659389,0.4,0.62008734,1.02008734,0.30349345,0.32047478,111.14153632871341,47.56592115364503,0.4239311062921428,168.97756522690787,19611
2021,"Bo Bichette","TOR",526,0.04942966,0.20722433,0.23853211,0.28571429,0.3269962,0.46326531,0.79026151,0.17755102,0.32692308,73.90516345647158,10.20845187154594,0.3378833246775,110.84793144379461,19612
2021,"Brent Rooker","MIN",137,0.06569343,0.35036496,0.1875,0.19512195,0.27737226,0.40650407,0.68387633,0.21138212,0.25,14.572410084129977,-2.017798066316437,0.29662509512727275,86.55734428544196,19627
2021,"Fernando Tatis Jr.","SDP",412,0.1092233,0.28398058,0.38461538,0.28176796,0.36165049,0.6160221,0.97767259,0.33425414,0.32093023,80.51462611555502,30.622905254358493,0.4042613636019177,157.40468038471002,19709
2021,"Josh Rojas","ARI",402,0.10696517,0.23880597,0.44791667,0.25988701,0.3375,0.40677966,0.74427966,0.14689265,0.33464567,51.59237061380864,2.9116138511848537,0.3231803945132664,99.14719081039317,19734
2021,"Shohei Ohtani","LAA",415,0.17590361,0.28915663,0.60833333,0.25368732,0.38795181,0.56637168,0.95432349,0.31268436,0.30208333,76.71860199994107,26.463591909172735,0.3914984582364559,150.27328705140707,19755
2021,"Abraham Toro","2 Tms",253,0.07905138,0.13043478,0.60606061,0.23348018,0.30434783,0.40969163,0.71403946,0.17621145,0.22702703,29.563732194881148,-1.0736594990089512,0.30929734183865576,98.98355746236544,19844
2021,"Luis Rengifo","LAA",131,0.04580153,0.19847328,0.23076923,0.19672131,0.23846154,0.32786885,0.56633039,0.13114754,0.20652174,8.43834206843263,-7.425287622870145,0.24591897771908686,51.92697608305473,19858
2021,"Pavin Smith","ARI",396,0.07323232,0.18939394,0.38666667,0.27747253,0.33585859,0.44230769,0.77816628,0.16483516,0.32616487,54.72565462548025,6.771476322000104,0.3350937712041638,106.88740729004937,19892
2021,"Gavin Sheets","CHW",160,0.09375,0.2,0.46875,0.26760563,0.34375,0.55633803,0.90008803,0.2887324,0.27,27.829830710954887,8.454405133791191,0.3782908823341131,142.60689694433822,19901
2021,"Jesus Sanchez","MIA",175,0.08571429,0.29714286,0.28846154,0.24840764,0.32,0.49044586,0.81044586,0.24203822,0.30208333,24.92686850709862,3.734996782075826,0.34022220159541666,116.27239894155102,19913
2021,"Daulton Varsho","ARI",225,0.09777778,0.22666667,0.43137255,0.22772277,0.30357143,0.42574257,0.729314,0.1980198,0.26573427,26.589975299986857,-0.6567169178995916,0.3108987518258997,91.16770895629891,19918
2021,"Andres Gimenez","CLE",172,0.05232558,0.26744186,0.19565217,0.22368421,0.29239766,0.35526316,0.64766082,0.13157895,0.28571429,16.509808418143486,-4.318774077307486,0.28407859627963505,77.98152626679655,19950
2021,"Gavin Lux","LAD",283,0.1024735,0.20848057,0.49152542,0.26,0.34275618,0.404,0.74675618,0.144,0.3172043,36.273923251758184,2.0036392621498904,0.3229836004120963,103.66931972881994,19955
2021,"Carter Kieboom","WSN",161,0.08074534,0.29813665,0.27083333,0.22222222,0.29192547,0.32638889,0.61831436,0.10416667,0.30526316,13.77186238811098,-5.724659598909989,0.27145106829702853,65.84858599629372,19958
2021,"Bobby Dalbec","BOS",263,0.06463878,0.3460076,0.18681319,0.21161826,0.27756654,0.45228216,0.7298487,0.2406639,0.27205882,31.037471494109095,-0.8108842983537301,0.31069996919015513,91.67855371101743,19966
2021,"Santiago Espinal","TOR",147,0.10204082,0.1292517,0.78947368,0.28461538,0.3630137,0.40769231,0.77070601,0.12307693,0.32110092,20.767683339987403,2.966511090968257,0.3388171714462646,111.47879222438904,19997
2021,"Keston Hiura","MIL",138,0.06521739,0.37681159,0.17307692,0.18487395,0.27941176,0.34453782,0.62394958,0.15966387,0.29230769,12.369375811457555,-4.341928748846134,0.27639879417770047,69.43218144206996,20003
2021,"Luis Robert","CHW",228,0.04385965,0.21052632,0.20833333,0.32075472,0.35964912,0.5,0.85964912,0.17924528,0.3836478,37.46526315579725,9.855281708338989,0.366669699549675,134.75619949798994,20043
2021,"Juan Soto","WSN",416,0.25240385,0.12259615,2.05882353,0.33333333,0.5,0.57281553,1.07281553,0.2394822,0.34854772,96.50172901006283,46.125622509437214,0.44843881963787224,180.83894894455915,20123
2021,"Dylan Carlson","STL",481,0.09355509,0.24948025,0.375,0.24343675,0.32848233,0.41050119,0.73898352,0.16706444,0.30479452,60.31677334494277,2.069400203594401,0.3196263565897693,102.75908726330378,20126
2021,"Brandon Marsh","LAA",179,0.09497207,0.34078212,0.27868852,0.25157233,0.32960894,0.39622642,0.72583536,0.14465409,0.39175258,22.00151927455866,0.3252619101067744,0.3166226734662189,99.69090286619506,20202
2021,"Alex Kirilloff","MIN",160,0.06875,0.23125,0.2972973,0.23809524,0.29375,0.40136054,0.69511054,0.1632653,0.28301887,16.777513852958425,-2.5979117242052725,0.2948018716105932,85.32566447521769,20325
2021,"Luis Garcia","WSN",181,0.04972376,0.17127072,0.29032258,0.22093023,0.25966851,0.39534884,0.65501735,0.17441861,0.24264706,16.381441936650976,-5.537008247515456,0.2774527814653185,69.74794722499239,20391
2021,"Jazz Chisholm Jr.","MIA",357,0.07563025,0.26610644,0.28421053,0.25230769,0.31179775,0.44,0.75179775,0.18769231,0.31192661,45.58102916416328,2.3496108451167865,0.322381149851874,104.68092439132705,20454
2021,"William Contreras","ATL",148,0.10135135,0.26351351,0.38461538,0.22137405,0.30405405,0.40458015,0.7086342,0.1832061,0.26436782,16.741021882974632,-1.1812467759017866,0.3047798381370752,86.8567427330243,20503
2021,"Nick Madrigal","CHW",152,0.04605263,0.08552632,0.53846154,0.27659574,0.32236842,0.36170213,0.68407055,0.08510639,0.30232558,16.53716605395589,-1.8694882443496212,0.2995611025314582,89.42094395546204,20521
2021,"Trevor Larnach","MIN",211,0.11848341,0.33175355,0.35714286,0.24157303,0.35545024,0.38202247,0.73747271,0.14044944,0.36538462,28.08731185747468,2.5359693775900567,0.3289528359169079,108.39637020656015,21501
2021,"Jonathan India","CIN",472,0.11228814,0.23940678,0.46902655,0.25888325,0.37154989,0.46700508,0.83855497,0.20812183,0.31460674,76.26307936017311,19.105573907540204,0.3633495622379765,122.19733680972833,21523
2021,"Alec Bohm","PHI",280,0.06785714,0.26785714,0.25333333,0.22779923,0.27857143,0.2972973,0.57586873,0.06949807,0.30601093,20.34890066315069,-13.55809409688578,0.25590210407972336,56.093646515133486,21618
2021,"Akil Baddoo","DET",353,0.101983,0.25212465,0.40449438,0.27301587,0.34560907,0.4952381,0.84084717,0.22222223,0.33953488,55.0357454635151,12.288712783897688,0.35650179433551704,126.87574676017755,22168
2021,"Jarred Kelenic","SEA",234,0.1025641,0.28205128,0.36363636,0.18932039,0.28205128,0.41262136,0.69467264,0.22330097,0.20930233,25.518158114039796,-2.8184017925621108,0.2998690786015274,93.4240813688415,22558
2021,"Wander Franco","TBR",198,0.06565657,0.13636364,0.48148148,0.25136612,0.30808081,0.38797814,0.69605895,0.13661202,0.28104575,22.066969999384124,-1.9101191523559473,0.3027666482058438,96.09999413826135,23667
2021,"Ryan Jeffers","MIN",194,0.06185567,0.37113402,0.16666667,0.18539326,0.25257732,0.38764045,0.64021777,0.20224719,0.24742268,17.347479637337415,-6.145223874973566,0.27614116115668386,72.7194096193241,24618
2021,"Andrew Vaughn","CHW",328,0.06097561,0.21036585,0.28985507,0.22147651,0.27743902,0.33221477,0.60965379,0.11073826,0.25991189,26.955747791019412,-12.763874642166167,0.2673932379338799,67.68992249791648,26197
2021,"Yoshi Tsutsugo","3 Tms",192,0.13541667,0.265625,0.50980392,0.20121951,0.31413613,0.36585366,0.67998979,0.16463415,0.25233645,21.25721207019754,-1.993298622398898,0.3023219317665899,90.37967612601324,27459
2021,"Shogo Akiyama","CIN",152,0.05921053,0.23026316,0.25714286,0.19708029,0.26,0.24817518,0.50817518,0.05109489,0.26213592,7.5376730402801115,-10.8689812580254,0.2280010869038985,34.26034577362431,27461
2021,"Ha-Seong Kim","SDP",208,0.07211538,0.24038462,0.3,0.19354839,0.26213592,0.33870968,0.6008456,0.14516129,0.22727273,16.30869641907212,-8.879356831240685,0.26283067638434254,65.51602745837327,27506
